env_package	samp_size	count
	X45_50m_3μm	1
	X45_50m_20μm	1
	X45_3m_3μm	1
	X45_3m_20μm	1
	X45_10m_3μm	1
	X45_10m_20μm	1
	X43_43m_3μm	1
	X43_43m_20μm	1
	X43_3m_3μm	1
	X43_3m_20μm	1
	X43_10m_3μm	1
	Y11_13m_3μm	1
	Y11_30m_3μm	1
	clo_biological_replicate_1_density_4_polyculture	1
	Y23_3m_20μm	1
	Y43_3m_20μm	1
	Y43_30m_3μm	1
	Y43_30m_20μm	1
	Y33_50m_3μm	1
	Y33_50m_20μm	1
	Y33_33m_3μm	1
	Y33_33m_20μm	1
	Y33_30m_3μm	1
	Y33_30m_20μm	1
	Y23_51m_3μm	1
	Y23_50m_20μm	1
	Y23_3m_3μm	1
	Y23_30m_3μm	1
	Y13_20m_20μm	1
	Y23_30m_20μm	1
	Y21_3m_3μm	1
	Y21_3m_20μm	1
	Y21_26m_3μm	1
	Y21_26m_20μm	1
	Y21_10m_3μm	1
	Y21_10m_20μm	1
	Y13_58m_3μm	1
	Y13_58m_20μm	1
	Y13_33m_3μm	1
	Y13_33m_20μm	1
	Y13_20m_3μm	1
	X43_10m_20μm	1
	X41_3m_3μm	1
	X41_3m_20μm	1
	R250~500	1
	SMZ1	1
host-associated	89 grams feces	1
	SIze500 micron	1
host-associated	9 grams feces	1
host-associated	92 grams feces	1
host-associated	93 grams feces	1
	Roughly 20 colonies	1
	Root: five fine roots (~5cm) Flower: one flower (~2.5 cm in diameter) Leaf: one central leaflet (~2 cm in width)	1
	Rock pieces (approximately 20, 10, 10 cm or larger)	1
host-associated	94 grams feces	1
	R>500	1
	R<100	1
	R100~250	1
	X41_19m_3μm	1
	Process blank	1
host-associated	95 grams feces	1
host-associated	98 grams feces	1
host-associated	99 grams feces	1
host-associated	pooled gut DNA from three female monarchs	1
	Pool of 98 flies	1
	Pool of 30 Ixodes trichosuri nymphs	1
	Pool of 25 Ixodes holocyclus nymphs	1
	Pool of 25 Haemaphysalis bancrofti nymphs	1
	Pool of 10 Haemaphysalis bancrofti females	1
	Pool 8 - 5 samples	1
	Pool 7 - 12 samples	1
	SMZ2	1
	SMZ3	1
	SO_T_D123	1
	SVL 45.5 mm	1
	X41_19m_20μm	1
	X41_10m_3μm	1
	X41_10m_20μm	1
host-associated	76 grams feces	1
host-associated	77 grams feces	1
	Volume: 500 ml	1
host-associated	81 grams feces	1
	Three to five polys	1
	There are two Biological OsmoSampler samples, each comprised of approximately 10 mL river water filtered onto PES.	1
	The guts of 60 female adults were then dissected on a plate containing 2 ml sterile phosphate-buffered solution (10 mmol/liter, pH 7.4, Ambion, Thermo Fisher Scientific, Madison, WI) using a pair of sterilized entomological forceps (flame-sterilized) under a stereomicroscope (Leica MZ16, 1.6X). The extracted guts were deposited in plastic Eppendorf 1.5 ml tubes containing DNA shield and stored at -70C for DNA extraction and sequencing.	1
	Tentacles from 7 specimens	1
	Tentacles from 4 specimens	1
host-associated	82 grams feces	1
	Swab	1
host-associated	83 grams feces	1
host-associated	86 grams feces	1
	Soil covered roots were then placed in a sterile flask with 50 ml of sterilized phosphate-buffered saline (PBS) solution and shaken gently to wash soil from the roots. Sterile forceps were then used to remove any roots remaining in the soil slurry solution.	1
host-associated	87 grams feces	1
host-associated	88 grams feces	1
	Sixty sugar beets	1
	Single isolate from root nodule	1
	Single individual	1
	Single colony	1
	Single clone	1
	Sample was transportered immediately to the library. Total DNA was extracted and sent for sequencing	1
	Y43_3m_3μm	1
	Y43_66m_20μm	1
	Y43_66m_3μm	1
host-associated	52 grams feces	1
	cDNA of un-incubated slurry of SIP-incubation extracted from 15 ml slurry	1
	cDNA obtained from RNA extracted from 15 ml slurry	1
host-associated	45 grams feces	1
host-associated	46 grams feces	1
host-associated	47 grams feces	1
	c	1
host-associated	5 grams feces	1
	bulk	1
host-associated	50 grams feces	1
host-associated	51 grams feces	1
	bacterial colony	1
	b	1
host-associated	53 grams feces	1
host-associated	68 grams feces	1
	approximatly 7.5mL of guano in a 15mL conical	1
	approximately 75 pine needles per tree	1
	approximately 10 gr	1
	approximately 10 L	1
	approximately 1 gram	1
host-associated	56 grams feces	1
host-associated	57 grams feces	1
host-associated	58 grams feces	1
host-associated	59 grams feces	1
host-associated	62 grams feces	1
host-associated	63 grams feces	1
host-associated	64 grams feces	1
	ca 1 ml	1
host-associated	44 grams feces	1
host-associated	41 grams feces	1
	ca. 3 g fresh weight	1
	clo_biological_replicate_1_density_3_polyculture	1
	clo_biological_replicate_1_density_3_monoculture	1
	clo_biological_replicate_1_denity_2_polyculture	1
	clo_biological_replicate_1_denity_2_monoculture	1
	cen_biological_replicate_3_density_4_polyculture	1
	cen_biological_replicate_3_density_4_monoculture	1
	cen_biological_replicate_3_density_3_polyculture	1
	cen_biological_replicate_3_density_3_monoculture	1
	cen_biological_replicate_3_density_2_polyculture	1
	cen_biological_replicate_3_density_2_monoculture	1
	cen_biological_replicate_2_density_4_polyculture	1
	cen_biological_replicate_2_density_4_monoculture	1
	cen_biological_replicate_2_density_3_polyculture	1
	cen_biological_replicate_2_density_3_monoculture	1
	cen_biological_replicate_2_density_2_polyculture	1
	cen_biological_replicate_2_density_2_monoculture	1
	cen_biological_replicate_1_density_4_polyculture	1
	cen_biological_replicate_1_density_4_monoculture	1
	cen_biological_replicate_1_density_3_polyculture	1
	cen_biological_replicate_1_density_3_monoculture	1
	cen_biological_replicate_1_denity_2_polyculture	1
	cen_biological_replicate_1_denity_2_monoculture	1
	cell strain	1
	caecal contents from one caeca per chicken	1
	ca. 60 cm	1
host-associated	65 grams feces	1
	among 4000	1
	YS1_0_1	1
	YS1_3_3	1
	YS2_2_3	1
	YS2_2_2	1
	YS2_2_1	1
	YS2_1_3	1
	YS2_1_2	1
	YS2_1_1	1
	YS2_12_3	1
	YS2_12_2	1
	YS2_12_1	1
	YS2_0_3	1
	YS2_0_2	1
	YS2_0_1	1
	YS1_3_2	1
	all tooth surfaces	1
	YS1_3_1	1
	YS1_2_3	1
	YS1_2_2	1
	YS1_2_1	1
	YS1_1_3	1
	YS1_1_2	1
	YS1_1_1	1
	YS1_12_3	1
	YS1_12_2	1
	YS1_12_1	1
	YS1_0_3	1
	YS1_0_2	1
	YS2_3_1	1
	YS2_3_2	1
	YS2_3_3	1
	YS3_0_1	1
host-associated	69 grams feces	1
	about 5cm	1
	about 100 g	1
	about 1 kilogram	1
host-associated	70 grams feces	1
host-associated	71 grams feces	1
	a small volume	1
	a 1 cm colony	1
	a	1
host-associated	74 grams feces	1
host-associated	75 grams feces	1
	YS3_3_3	1
	YS3_3_2	1
	YS3_3_1	1
	YS3_2_3	1
	YS3_2_2	1
	YS3_2_1	1
	YS3_1_3	1
	YS3_1_2	1
	YS3_1_1	1
	YS3_12_3	1
	YS3_12_2	1
	YS3_12_1	1
	YS3_0_3	1
	YS3_0_2	1
	Pool 6 - 5 samples	1
	Pool 5 - 5 samples	1
	Pool 4 - 5 samples	1
	D7_75m_20μm	1
	D9_75m_20μm	1
	D9_50m_3μm	1
	D9_50m_20μm	1
	D9_500m_3μm	1
	D9_500m_20μm	1
	D9_3m_3μm	1
	D9_3m_20μm	1
	D9_100m_3μm	1
	D9_100m_20μm	1
	D9_1000m_3μm	1
	D9_1000m_20μm	1
	D7_75m_3μm	1
	D7_50m_3μm	1
	D3_72m_3μm	1
	D7_50m_20μm	1
	D7_500m_3μm	1
	D7_500m_20μm	1
	D7_3m_3μm	1
	D7_3m_20μm	1
	D7_100m_3μm	1
	D7_100m_20μm	1
	D5_50m_3μm	1
	D5_50m_20μm	1
	D5_3m_3μm	1
	D5_3m_20μm	1
	D5_100m_3μm	1
	D9_75m_3μm	1
	DA23868	1
	DA23869	1
	DA23872	1
sediment	0.67	1
	Each sample contained approximately 7.5mL of guano	1
	E3	1
	E2	1
	E1	1
	E	1
	DNA was extracted from 0.25 g freeze-dried sample material	1
	DNA of un-incubated slurry of SIP-incubation extracted from 15 ml slurry	1
sediment	31.4milli-litres	1
	DNA extracted from 15 ml slurry	1
	DNA and RNA sequences for two samples with 3 time points for each	1
	DA60388	1
	DA60387	1
	DA60386	1
	DA60385	1
	DA60384	1
	DA58663	1
	DA58662	1
	DA58661	1
	DA58660	1
	DA58659	1
	DA58658	1
	DA23879	1
	DA23877	1
	DA23874	1
	D5_100m_20μm	1
	D3_72m_20μm	1
sediment	0.53	1
	C11_100m_20μm	1
	C2	1
	C1_3m_3μm	1
	C1_3m_20μm	1
	C11_75m_3μm	1
	C11_75m_20μm	1
	C11_50m_3μm	1
	C11_50m_20μm	1
	C11_500m_3μm	1
	C11_500m_20μm	1
	C11_3m_3μm	1
	C11_3m_20μm	1
	C11_100m_3μm	1
	C11_1000m_3μm	1
	D3_3m_20μm	1
	C11_1000m_20μm	1
	C1	1
	B5_3m_20μm	1
	B5_20m_3μm	1
	B5_20m_20μm	1
	B5_10m_3μm	1
	B5_10m_20μm	1
	B3_3m_20μm	1
	B3_10m_20μm	1
	B3	1
	B2	1
	B1_45m_3μm	1
	C3	1
	C5_3m_20μm	1
	C5_3m_3μm	1
	CMN1	1
	D3_20m_3μm	1
	D3_20m_20μm	1
	D3	1
	D2	1
	D1_40m_3μm	1
	D1_40m_20μm	1
	D1_3m_3μm	1
	D1_3m_20μm	1
	D1_20m_3μm	1
	D1_20m_20μm	1
	D1	1
	D	1
	Cumulative 24g of halite powder	1
	Culture	1
	Cores of 250 cc	1
	Con3	1
	Con2	1
	Con1	1
	CS mussel 5	1
	CS mussel 4	1
	CS mussel 3	1
	CS mussel 2	1
	CS mussel 1	1
	CMN3	1
	CMN2	1
	F	1
sediment	0.5	1
	Pool 3 - 5 samples	1
	N19	1
	N8.4	1
	N8.3	1
	N8.2	1
	N8.1	1
	N7	1
	N6	1
	N5	1
	N3	1
	N23	1
	N22	1
	N21	1
	N2	1
	N18	1
	MIX3	1
	N17	1
	N15	1
	N14	1
	N13	1
	N11	1
	N10	1
	N1	1
	N/A (human blood streak)	1
sediment	0.25	1
sediment	0.28	1
sediment	0.32	1
sediment	0.33	1
	N8.5	1
	N9	1
sediment	0.22	1
sediment	0.21	1
	Pool 2 - 5 samples	1
	Pool 1 - 5 samples	1
microbial mat_biofilm	2.5 ml	1
microbial mat_biofilm	3 ml	1
microbial mat_biofilm	No	1
miscellaneous natural or artificial environment	2 grams of biofilm	1
plant-associated	1	1
sediment	0.11	1
sediment	0.12 g	1
sediment	0.13	1
	One milliliter	1
sediment	0.134	1
	O8.8	1
	O8.7	1
	O8.6	1
	O8.5	1
	O8.4	1
	O8.3	1
	O8.2	1
	O8.1	1
	Not collection	1
sediment	0.15 g	1
sediment	0.17 g	1
sediment	0.19 g	1
sediment	0.198	1
	Microorganisms from 4-6L of seawater were filtered through 1.6 and 0.22um size filters	1
	MIX2	1
sediment	0.49	1
	HT mussel 3	1
	M1.8.2	1
	M1.8.1	1
	Library: 30 individual samples	1
	Library: 29 individual samples	1
	Initial volume of water was 50 litres which was concentrated and subsequently the diatom species was isolated.	1
sediment	0.34	1
sediment	0.35	1
	I	1
sediment	0.36	1
sediment	0.4	1
	HT mussel 5	1
	HT mussel 4	1
	HT mussel 2	1
	MIX1	1
	HT mussel 1	1
	H	1
	Gut from 7 specimens	1
	Gut dissected from 4 specimens	1
	Grape clusters	1
	G	1
sediment	0.44	1
	For each sample, DNA was extracted from 0.5 grams * 3 replicates and pooled before sequencing	1
	FlocB.2	1
	FlocB.1	1
	FlocA.2	1
	FlocA.1	1
	M1.8.3	1
	M1.8.4	1
	M1.8.5	1
	M1.8.6	1
	MG6contigs_5000	1
	MG6contigs_2000	1
	MG6contigs_1000	1
	MG32contigs_5000	1
	MG32contigs_2000	1
	MG32contigs_1000	1
	MG31contigs_5000	1
	MG31contigs_2000	1
	MG31contigs_1000	1
	MG25contigs_5000	1
	MG25contigs_2000	1
	MG25contigs_1000	1
	MG24contigs_5000	1
	MG24contigs_2000	1
	MG24contigs_1000	1
	MG23_contigs_5000	1
	MG23_contigs_2000	1
	MG23_contigs_1000	1
	MG19_contigs_5000	1
	MG19_contigs_2000	1
	MG19_contigs_1000	1
	MG15_contigs_5000	1
	MG15_contigs_2000	1
	MG15_contigs_1000	1
	MASS	1
	clo_biological_replicate_1_density_4_monoculture	1
	clo_biological_replicate_2_density_2_monoculture	1
	62-49	1
	raw.spliW.WN2_1_1.2	1
	raw.split.TN1_4_1.2	1
	raw.spliW.WN2_4_3.2	1
	raw.spliW.WN2_4_2.2	1
	raw.spliW.WN2_4_1.2	1
	raw.spliW.WN2_3_3.2	1
	raw.spliW.WN2_3_2.2	1
	raw.spliW.WN2_3_1.2	1
	raw.spliW.WN2_2_3.2	1
	raw.spliW.WN2_2_2.2	1
	raw.spliW.WN2_2_1.2	1
	raw.spliW.WN2_1_3.2	1
	raw.spliW.WN2_1_2.2	1
	raw.spliW.WN1_4_3.2	1
	raw.split.TN1_4_3.2	1
	raw.spliW.WN1_4_2.2	1
	raw.spliW.WN1_4_1.2	1
	raw.spliC.CN2_4_3.2	1
	raw.spliC.CN2_4_2.2	1
	raw.spliC.CN2_4_1.2	1
	raw.spliC.CN2_3_3.2	1
	raw.spliC.CN2_3_2.2	1
	raw.spliC.CN2_3_1.2	1
	raw.spliC.CN2_2_3.2	1
	raw.spliC.CN2_2_2.2	1
	raw.spliC.CN2_2_1.2	1
	raw.spliC.CN2_1_3.2	1
	raw.split.TN1_4_2.2	1
	raw.split.TN2_1_1.2	1
	clo_biological_replicate_2_density_2_polyculture	1
	rhizosphere from 11 plant specimens pooled	1
	sediment area around the mangrove rhizosphere	1
	sample_size	1
	s	1
	rumen contents	1
host-associated	101 grams feces	1
host-associated	104 grams feces	1
host-associated	105 grams feces	1
	rood nodule about 2-3cm in diameter	1
	rhizosphere from 8 plant specimens pooled	1
host-associated	106 grams feces	1
	rhizosphere from 14 plant specimens pooled	1
	rhizosphere from 13 plant specimens pooled	1
	rhizosphere from 10 plant specimens pooled	1
	raw.split.TN2_1_2.2	1
host-associated	107 grams feces	1
host-associated	11 grams feces	1
	raw.split.TN2_4_3.2	1
	raw.split.TN2_4_2.2	1
	raw.split.TN2_4_1.2	1
	raw.split.TN2_3_3.2	1
	raw.split.TN2_3_2.2	1
	raw.split.TN2_3_1.2	1
	raw.split.TN2_2_3.2	1
	raw.split.TN2_2_2.2	1
	raw.split.TN2_2_1.2	1
	raw.split.TN2_1_3.2	1
	raw.spliC.CN2_1_2.2	1
	raw.spliC.CN2_1_1.2	1
	raw.spliC.CN1_4_3.2	1
	pileus diameter 0.8cm	1
	pla_biological_replicate_1_density_3_monoculture	1
	pla_biological_replicate_1_denity_2_polyculture	1
	pla_biological_replicate_1_denity_2_monoculture	1
	pileus diameter 6.7cm	1
	pileus diameter 6.5cm	1
	pileus diameter 6.2cm	1
	pileus diameter 4.5cm	1
	pileus diameter 4.3cm	1
	pileus diameter 4.1cm	1
	pileus diameter 3.3cm	1
	pileus diameter 3.2cm	1
	pileus diameter 2.9cm	1
	pileus diameter 0.7cm	1
	raw.spliC.CN1_4_2.2	1
	pileus diameter 0.6cm	1
host-associated	117 grams feces	1
	p	1
host-associated	118 grams feces	1
	one plant	1
host-associated	119 grams feces	1
host-associated	122 grams feces	1
	one package	1
	one of cotton swab	1
host-associated	123 grams feces	1
	one liter	1
	one large aggregate ~9 mm in diameter	1
	pla_biological_replicate_1_density_3_polyculture	1
	pla_biological_replicate_1_density_4_monoculture	1
	pla_biological_replicate_1_density_4_polyculture	1
	pla_biological_replicate_2_density_2_monoculture	1
	raw.spliC.CN1_4_1.2	1
	r	1
	q	1
	purified culture	1
host-associated	11 specimens	1
host-associated	110 grams feces	1
	pool of 8 bees	1
host-associated	111 grams feces	1
host-associated	112 grams feces	1
	pool of 13 aggregates from 2 - 4 mm in diameter	1
	pool of 100 non-engorged female Aedes albopictus	1
host-associated	113 grams feces	1
	pool of 10 aggregates from 2 - 4 mm in diameter	1
host-associated	116 grams feces	1
	pla_biological_replicate_3_density_4_polyculture	1
	pla_biological_replicate_3_density_4_monoculture	1
	pla_biological_replicate_3_density_3_polyculture	1
	pla_biological_replicate_3_density_3_monoculture	1
	pla_biological_replicate_3_density_2_polyculture	1
	pla_biological_replicate_3_density_2_monoculture	1
	pla_biological_replicate_2_density_4_polyculture	1
	pla_biological_replicate_2_density_4_monoculture	1
	pla_biological_replicate_2_density_3_polyculture	1
	pla_biological_replicate_2_density_3_monoculture	1
	pla_biological_replicate_2_density_2_polyculture	1
	several millilitter	1
	several plants	1
host-associated	100 grams feces	1
	triplicates of 0.5 g	1
	196,631 BP	1
	196,632 BP	1
	196,680 BP	1
	196,800 BP	1
	196,812 BP	1
	196,826 BP	1
	196,832 BP	1
	water on one cotton swab	1
	very small	1
	various	1
	196,890 BP	1
	251 mg	1
	top soil of 1 sq foot	1
	soil_biological_replicate_2_density_monoculture	1
	252 mg	1
	three samples (50ml)	1
	three goat's rumens	1
	three DNA samples each from 21 mg dry biomass from batch cultures	1
	253 mg	1
	254 mg	1
	255 mg	1
	surface sediment about 10 cm diameter	1
	256 mg	1
	source_material_id	1
	soil_biological_replicate_3_density_polyculture	1
	soil_biological_replicate_3_density_monoculture	1
	whole specimen	1
	196,607 BP	1
	195,644 BP	1
	195,611 BP	1
	178,776 BP	1
	184,430 BP	1
	190,001 BP	1
	190,099 BP	1
	~500 mL	1
	~50 mg	1
	190,128 BP	1
	190,152 BP	1
	190,207 BP	1
	190,243 BP	1
	190,320 BP	1
	191,037 BP	1
	~15000 individuals	1
	191,071 BP	1
	191,111 BP	1
	191,129 BP	1
	191,237 BP	1
	195,169 BP	1
	195,311 BP	1
	195,342 BP	1
	195,394 BP	1
	195,481 BP	1
	195,545 BP	1
	195,580 BP	1
	~ 2 g	1
	soil_biological_replicate_2_density_polyculture	1
	soil_biological_replicate_1_density_1polyculture	1
	single colony	1
	single_36	1
	single_48	1
	single_47	1
	single_46	1
	single_45	1
	single_44	1
	single_43	1
	single_42	1
	single_41	1
	single_40	1
	single_39	1
	single_38	1
	single_37	1
	single_35	1
	soil_biological_replicate_1_density_1_monoculture	1
	single_34	1
	single_33	1
	single_32	1
	single_31	1
	single_30	1
	single_29	1
	single_28	1
	single_27	1
	single_26	1
host-associated	1	1
	single flea	1
host-associated	10 grams feces	1
	single_49	1
	single_50	1
	small	1
	small (biological replicate 1 for 0h after adding Bacillus subtilis)	1
	soil_biological_replicate_1_density_0_polyculture	1
	soil_biological_replicate_1_density_0_monoculture	1
	5 day old seedling	1
	smaller_than_250_micro_m	1
	small swab	1
	small pieces	1
	small (biological replicate 2 for 72h in control group)	1
	small (biological replicate 2 for 72h after adding Bacillus subtilis)	1
	small (biological replicate 2 for 24h in control group)	1
	small (biological replicate 2 for 24h after adding Bacillus subtilis )	1
	small (biological replicate 2 for 12h in control group)	1
	small (biological replicate 2 for 12h after adding Bacillus subtilis)	1
	small (biological replicate 2 for 120h in control group)	1
	small (biological replicate 2 for 120h after adding Bacillus subtilis)	1
	small (biological replicate 2 for 0h in control group)	1
	small (biological replicate 2 for 0h after adding Bacillus subtilis)	1
	small (biological replicate 1 for 72h in control group)	1
	small (biological replicate 1 for 72h after adding Bacillus subtilis)	1
	small (biological replicate 1 for 24h in control group)	1
	small (biological replicate 1 for 24h after adding Bacillus subtilis )	1
	small (biological replicate 1 for 12h in control group)	1
	small (biological replicate 1 for 12h after adding Bacillus subtilis)	1
	small (biological replicate 1 for 120h in control group)	1
	small (biological replicate 1 for 120h after adding Bacillus subtilis)	1
	small (biological replicate 1 for 0h in control group)	1
	one kg	1
	one infected plant	1
host-associated	124 grams feces	1
	h	1
	large (biological replicate 1 for 12h after adding Bacillus subtilis)	1
	large (biological replicate 1 for 120h in control group)	1
	large (biological replicate 1 for 120h after adding Bacillus subtilis)	1
	large (biological replicate 1 for 0h in control group)	1
	large (biological replicate 1 for 0h after adding Bacillus subtilis)	1
	l	1
	k	1
	j	1
host-associated	27 grams feces	1
	i	1
host-associated	28 grams feces	1
host-associated	29 grams feces	1
	gut content from 20 fourth instar larva	1
	entire surface of specimen (~10 cm2)	1
host-associated	3 grams feces	1
	gDNA 4.94 ng/ ul	1
host-associated	32 grams feces	1
host-associated	33 grams feces	1
	five colonies	1
	filled in 50 ml falcon tube	1
	fifteen	1
	few grams	1
	fecal pellet	1
	f	1
	entire surface of specimen (~50cm2)	1
	entire surface of specimen (~30cm2)	1
	large (biological replicate 1 for 12h in control group)	1
	large (biological replicate 1 for 24h after adding Bacillus subtilis )	1
	large (biological replicate 1 for 24h in control group)	1
	large (biological replicate 1 for 72h after adding Bacillus subtilis)	1
	lol_biological_replicate_2_density_2_monoculture	1
	lol_biological_replicate_1_density_4_polyculture	1
	lol_biological_replicate_1_density_4_monoculture	1
	lol_biological_replicate_1_density_3_polyculture	1
	lol_biological_replicate_1_density_3_monoculture	1
	lol_biological_replicate_1_denity_2_polyculture	1
	lol_biological_replicate_1_denity_2_monoculture	1
host-associated	22 grams feces	1
	less_than_0.01_g	1
	less than 72ml	1
	less than 71ml	1
host-associated	23 grams feces	1
host-associated	26 grams feces	1
	larger_than_250_micro_m	1
	large (biological replicate 2 for 72h in control group)	1
	large (biological replicate 2 for 72h after adding Bacillus subtilis)	1
	large (biological replicate 2 for 24h in control group)	1
	large (biological replicate 2 for 24h after adding Bacillus subtilis )	1
	large (biological replicate 2 for 12h in control group)	1
	large (biological replicate 2 for 12h after adding Bacillus subtilis)	1
	large (biological replicate 2 for 120h in control group)	1
	large (biological replicate 2 for 120h after adding Bacillus subtilis)	1
	large (biological replicate 2 for 0h in control group)	1
	large (biological replicate 2 for 0h after adding Bacillus subtilis)	1
	large (biological replicate 1 for 72h in control group)	1
	entire surface of specimen (~15cm2)	1
	entire surface of specimen (surface unknown)	1
	lol_biological_replicate_2_density_3_monoculture	1
	coreA 100-110cm	1
	coreD 60-70cm	1
	coreB 80-90cm	1
	coreB 70-80cm	1
	coreB 60-70cm	1
	coreB 50-60cm	1
	coreB 40-50cm	1
	coreA 90-100cm	1
	coreA 80-90cm	1
	coreA 70-75cm	1
	coreA 65-70cm	1
	coreA 25-30cm	1
	coreA 110-120cm	1
host-associated	4 grams feces	1
	entire surface of specimen (ca. 6 cm diameter)	1
host-associated	40 grams feces	1
	combined metgenomic assemblies from 4 distinct lobes of multi-lobed colonies	1
	clo_biological_replicate_3_density_4_polyculture	1
	clo_biological_replicate_3_density_4_monoculture	1
	clo_biological_replicate_3_density_3_polyculture	1
	clo_biological_replicate_3_density_3_monoculture	1
	clo_biological_replicate_3_density_2_polyculture	1
	clo_biological_replicate_3_density_2_monoculture	1
	clo_biological_replicate_2_density_4_polyculture	1
	clo_biological_replicate_2_density_4_monoculture	1
	clo_biological_replicate_2_density_3_polyculture	1
	clo_biological_replicate_2_density_3_monoculture	1
	crushed root nodules suspended in 1 ml of sterile water	1
	d	1
host-associated	39 grams feces	1
	dissected abdomen	1
host-associated	34 grams feces	1
host-associated	35 grams feces	1
host-associated	38 grams feces	1
	e	1
	dra_biological_replicate_3_density_4_polyculture	1
	dra_biological_replicate_3_density_4_monoculture	1
	dra_biological_replicate_3_density_3_polyculture	1
	dra_biological_replicate_3_density_3_monoculture	1
	dra_biological_replicate_3_density_2_polyculture	1
	dra_biological_replicate_3_density_2_monoculture	1
	dra_biological_replicate_2_density_4_polyculture	1
	dra_biological_replicate_2_density_4_monoculture	1
	dra_biological_replicate_2_density_3_polyculture	1
	dra_biological_replicate_2_density_3_monoculture	1
	dra_biological_replicate_2_density_2_polyculture	1
	dra_biological_replicate_2_density_2_monoculture	1
	dra_biological_replicate_1_density_4_polyculture	1
	dra_biological_replicate_1_density_4_monoculture	1
	dra_biological_replicate_1_density_3_polyculture	1
	dra_biological_replicate_1_density_3_monoculture	1
	dra_biological_replicate_1_denity_2_polyculture	1
	dra_biological_replicate_1_denity_2_monoculture	1
	dissected thorax	1
	dissected legs and wings	1
	dissected head	1
	lol_biological_replicate_2_density_2_polyculture	1
	lol_biological_replicate_2_density_3_polyculture	1
	one colony	1
	not applicable35	1
	not applicable46	1
	not applicable45	1
	not applicable44	1
	not applicable43	1
	not applicable42	1
	not applicable41	1
	not applicable40	1
	not applicable4	1
	not applicable39	1
	not applicable38	1
	not applicable37	1
	not applicable36	1
	not applicable34	1
	not applicable21	1
	not applicable33	1
	not applicable32	1
	not applicable31	1
	not applicable30	1
	not applicable3	1
	not applicable29	1
	not applicable28	1
	not applicable27	1
	not applicable26	1
	not applicable25	1
	not applicable24	1
	not applicable23	1
	not applicable47	1
	not applicable48	1
	not applicable49	1
	not applicable5	1
host-associated	125 grams feces	1
	one Eppendorf 1,5 ml	1
host-associated	128 grams feces	1
	o	1
host-associated	129 grams feces	1
host-associated	130 grams feces	1
	not defined	1
host-associated	131 grams feces	1
host-associated	134 grams feces	1
	not applicanle	1
	not applicable9	1
	not applicable8	1
	not applicable7	1
	not applicable60	1
	not applicable6	1
	not applicable59	1
	not applicable58	1
	not applicable57	1
	not applicable56	1
	not applicable55	1
	not applicable54	1
	not applicable53	1
	not applicable52	1
	not applicable51	1
	not applicable50	1
	not applicable22	1
	not applicable20	1
	lol_biological_replicate_2_density_4_monoculture	1
	middle (biological replicate 1 for 120h in control group)	1
	middle (biological replicate 2 for 12h in control group)	1
	middle (biological replicate 2 for 12h after adding Bacillus subtilis)	1
	middle (biological replicate 2 for 120h in control group)	1
	middle (biological replicate 2 for 120h after adding Bacillus subtilis)	1
	middle (biological replicate 2 for 0h in control group)	1
	middle (biological replicate 2 for 0h after adding Bacillus subtilis)	1
	middle (biological replicate 1 for 72h in control group)	1
	middle (biological replicate 1 for 72h after adding Bacillus subtilis)	1
	middle (biological replicate 1 for 24h in control group)	1
	middle (biological replicate 1 for 24h after adding Bacillus subtilis )	1
	middle (biological replicate 1 for 12h in control group)	1
	middle (biological replicate 1 for 12h after adding Bacillus subtilis)	1
	middle (biological replicate 1 for 120h after adding Bacillus subtilis)	1
	not applicable2	1
	middle (biological replicate 1 for 0h in control group)	1
	middle (biological replicate 1 for 0h after adding Bacillus subtilis)	1
host-associated	20 grams feces	1
host-associated	21 grams feces	1
	m	1
	lol_biological_replicate_3_density_4_polyculture	1
	lol_biological_replicate_3_density_4_monoculture	1
	lol_biological_replicate_3_density_3_polyculture	1
	lol_biological_replicate_3_density_3_monoculture	1
	lol_biological_replicate_3_density_2_polyculture	1
	lol_biological_replicate_3_density_2_monoculture	1
	lol_biological_replicate_2_density_4_polyculture	1
	middle (biological replicate 2 for 24h after adding Bacillus subtilis )	1
	middle (biological replicate 2 for 24h in control group)	1
	middle (biological replicate 2 for 72h after adding Bacillus subtilis)	1
	middle (biological replicate 2 for 72h in control group)	1
	not applicable19	1
	not applicable18	1
	not applicable17	1
	not applicable16	1
	not applicable15	1
	not applicable14	1
	not applicable13	1
	not applicable12	1
	not applicable11	1
	not applicable10	1
	not applicable1	1
host-associated	135 grams feces	1
host-associated	136 grams feces	1
host-associated	139 grams feces	1
host-associated	14 grams feces	1
	negative control	1
	nd	1
host-associated	140 grams feces	1
host-associated	141 grams feces	1
host-associated	142 grams feces	1
	n	1
	misssing	1
host-associated	15 grams feces	1
host-associated	16 grams feces	1
host-associated	17 grams feces	1
	B1_45m_20μm	1
	B1_3m_3μm	1
	B1_3m_20μm	1
	708 individual	1
	71146	1
	711 individual	1
	710 ml	1
	710 individual	1
	71 pooled cores (depth 10 cm, diam 5 cm)	1
	71 individual	1
	71 - 4 cm in any single dimension tissue biopsy	1
	0,226345	1
	70905	1
	709 individual	1
	70820566	1
	7081	1
	70724	1
	7128578525	1
	707 individual	1
	70665	1
	706 individual	1
	70507	1
	705 individual	1
	70467	1
	704 individual	1
	7039459591	1
	703 individual	1
	702 individual	1
	701 individual	1
	70089	1
